dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,79.575957,111.955979,0.000048,0.004788,0.239421,11.971037,6.229042
0.020000,79.575957,111.955979,0.000239,0.014365,0.478841,11.971037,6.229036
0.020000,79.575957,111.955979,0.000670,0.028730,0.718262,11.971037,6.229025
0.020000,79.575957,111.955979,0.001437,0.047884,0.957683,11.971037,6.229004
0.020000,79.575957,111.955979,0.002634,0.071826,1.197104,11.971037,6.228972
0.020000,79.575957,111.955979,0.004357,0.100557,1.436524,11.971037,6.228925
0.020000,79.575957,111.955979,0.006704,0.134076,1.675945,11.971037,6.228862
0.020000,79.575957,111.955979,0.009768,0.172383,1.915366,11.971037,6.228779
0.020000,79.575957,111.955979,0.013647,0.215479,2.154787,11.971037,6.228674
0.020000,79.575957,111.955979,0.018435,0.263363,2.394207,11.971037,6.228545
0.020000,79.575957,111.955979,0.024229,0.316035,2.633628,11.971037,6.228389
0.020000,79.575957,111.955979,0.031125,0.373496,2.873049,11.971037,6.228203
0.020000,79.575957,111.955979,0.039217,0.435746,3.112470,11.971037,6.227984
0.020000,79.575957,111.955979,0.048602,0.502784,3.351890,11.971037,6.227731
0.020000,79.585088,111.955471,0.059376,0.574610,3.591311,11.971037,6.227440
0.020000,79.597329,111.954786,0.071635,0.651224,3.830732,11.971037,6.227109
0.020000,79.611145,111.954008,0.085473,0.732627,4.070152,11.971037,6.226736
0.020000,79.626632,111.953129,0.100988,0.818819,4.309573,11.971037,6.226317
0.020000,79.643893,111.952143,0.118274,0.909799,4.548994,11.971037,6.225851
0.020000,79.663014,111.951040,0.137428,1.005567,4.788415,11.971037,6.225334
0.020000,79.684095,111.949813,0.158544,1.106124,5.027835,11.971037,6.224765
0.020000,79.707232,111.948453,0.181720,1.211469,5.267256,11.971037,6.224140
0.020000,79.732516,111.946949,0.207051,1.321602,5.506677,11.971037,6.223457
0.020000,79.760049,111.945293,0.234632,1.436524,5.746098,11.971037,6.222713
0.020000,79.789921,111.943472,0.264560,1.556235,5.985518,11.971037,6.221906
0.020000,79.822228,111.941476,0.296930,1.680734,6.224939,11.971037,6.221034
0.020000,79.857069,111.939291,0.331837,1.810021,6.464360,11.971037,6.220093
0.020000,79.894534,111.936905,0.369378,1.944096,6.703781,11.971037,6.219082
0.020000,79.934719,111.934304,0.409649,2.082960,6.943201,11.971037,6.217998
0.020000,79.977720,111.931471,0.452745,2.226613,7.182622,11.971037,6.216837
0.020000,80.023634,111.928392,0.498761,2.375054,7.422043,11.971037,6.215599
0.020000,80.072554,111.925048,0.547795,2.528283,7.661464,11.971037,6.214279
0.020000,80.124573,111.921422,0.599940,2.686301,7.900884,11.971037,6.212877
0.020000,80.179788,111.917492,0.655295,2.849107,8.140305,11.971037,6.211389
0.020000,80.238292,111.913238,0.713953,3.016701,8.379726,11.971037,6.209812
0.020000,80.300180,111.908637,0.776010,3.189084,8.619146,11.971037,6.208146
0.020000,80.365544,111.903665,0.841564,3.366256,8.858567,11.971037,6.206386
0.020000,80.434480,111.898296,0.910709,3.548215,9.097988,11.971037,6.204531
0.020000,80.507081,111.892502,0.983540,3.734963,9.337409,11.971037,6.202578
0.020000,80.583440,111.886255,1.060155,3.926500,9.576829,11.971037,6.200525
0.020000,80.663651,111.879523,1.140648,4.122825,9.816250,11.971037,6.198370
0.020000,80.747808,111.872272,1.225116,4.323938,10.055671,11.971037,6.196110
0.020000,80.836001,111.864468,1.313654,4.529840,10.295092,11.971037,6.193743
0.020000,80.928323,111.856073,1.406357,4.740531,10.534512,11.971037,6.191268
0.020000,81.024867,111.847048,1.503323,4.956009,10.773933,11.971037,6.188681
0.020000,81.125725,111.837350,1.604646,5.176276,11.013354,11.971037,6.185981
0.020000,81.230987,111.826937,1.710422,5.401332,11.252775,11.971037,6.183166
0.020000,81.340745,111.815759,1.820747,5.631176,11.492195,11.971037,6.180234
0.020000,81.455087,111.803769,1.935717,5.865808,11.731616,11.971037,6.177182
0.020000,81.574106,111.790915,2.055427,6.105229,11.971037,11.971037,6.174010
0.020000,81.697840,111.777146,2.179926,6.344649,11.971037,0.000000,6.170716
0.020000,81.826286,111.762416,2.309213,6.584070,11.971037,0.000000,6.167302
0.020000,81.959434,111.746678,2.443289,6.823491,11.971037,-0.000000,6.163767
0.020000,82.097278,111.729883,2.582153,7.062912,11.971037,0.000000,6.160115
0.020000,82.239811,111.711979,2.725805,7.302332,11.971037,0.000000,6.156344
0.020000,82.387022,111.692915,2.874246,7.541753,11.971037,-0.000000,6.152457
0.020000,82.538902,111.672637,3.027475,7.781174,11.971037,0.000000,6.148456
0.020000,82.695445,111.651089,3.185493,8.020595,11.971037,0.000000,6.144340
0.020000,82.856637,111.628216,3.348299,8.260015,11.971037,-0.000000,6.140112
0.020000,83.022465,111.603959,3.515893,8.499436,11.971037,0.000000,6.135773
0.020000,83.192923,111.578260,3.688276,8.738857,11.971037,-0.000000,6.131325
0.020000,83.367993,111.551060,3.865448,8.978278,11.971037,0.000000,6.126770
0.020000,83.547664,111.522295,4.047408,9.217698,11.971037,-0.000000,6.122109
0.020000,83.731923,111.491905,4.234156,9.457119,11.971037,0.000000,6.117345
0.020000,83.920755,111.459826,4.425692,9.696540,11.971037,-0.000000,6.112480
0.020000,84.114142,111.425995,4.622017,9.935960,11.971037,0.000000,6.107516
0.020000,84.312070,111.390345,4.823131,10.175381,11.971037,-0.000000,6.102455
0.020000,84.514521,111.352813,5.029033,10.414802,11.971037,0.000000,6.097300
0.020000,84.721480,111.313330,5.239723,10.654223,11.971037,-0.000000,6.092053
0.020000,84.932924,111.271831,5.455201,10.893643,11.971037,0.000000,6.086718
0.020000,85.148836,111.228247,5.675469,11.133064,11.971037,-0.000000,6.081297
0.020000,85.369194,111.182512,5.900524,11.372485,11.971037,0.000000,6.075794
0.020000,85.593980,111.134557,6.130368,11.611906,11.971037,-0.000000,6.070211
0.020000,85.823169,111.084314,6.365000,11.851326,11.971037,0.000000,6.064553
0.020000,86.056740,111.031715,6.604421,12.090747,11.971037,-0.000000,6.058822
0.020000,86.294669,110.976691,6.848630,12.330168,11.971037,0.000000,6.053022
0.020000,86.536932,110.919174,7.097628,12.569589,11.971037,-0.000000,6.047158
0.020000,86.783504,110.859096,7.351414,12.809009,11.971037,0.000000,6.041232
0.020000,87.034360,110.796390,7.609988,13.048430,11.971037,0.000000,6.035250
0.020000,87.289472,110.730989,7.873351,13.287851,11.971037,-0.000000,6.029216
0.020000,87.548815,110.662826,8.141502,13.527272,11.971037,0.000000,6.023133
0.020000,87.812361,110.591836,8.414442,13.766692,11.971037,0.000000,6.017007
0.020000,88.080080,110.517954,8.692170,14.006113,11.971037,0.000000,6.010843
0.020000,88.351946,110.441116,8.974686,14.245534,11.971037,-0.000000,6.004645
0.020000,88.627930,110.361259,9.261991,14.484954,11.971037,0.000000,5.998418
0.020000,88.908001,110.278323,9.554084,14.724375,11.971037,-0.000000,5.992167
0.020000,89.192130,110.192246,9.850966,14.963796,11.971037,0.000000,5.985897
0.020000,89.480287,110.102971,10.152636,15.203217,11.971037,0.000000,5.979615
0.020000,89.772442,110.010440,10.459095,15.442637,11.971037,0.000000,5.973325
0.020000,90.068565,109.914599,10.770342,15.682058,11.971037,-0.000000,5.967033
0.020000,90.368625,109.815393,11.086377,15.921479,11.971037,0.000000,5.960745
0.020000,90.672593,109.712773,11.407201,16.160900,11.971037,0.000000,5.954467
0.020000,90.980439,109.606688,11.732813,16.400320,11.971037,-0.000000,5.948203
0.020000,91.292132,109.497092,12.063214,16.639741,11.971037,0.000000,5.941961
0.020000,91.607644,109.383940,12.398403,16.879162,11.971037,0.000000,5.935747
0.020000,91.926947,109.267191,12.738380,17.118583,11.971037,0.000000,5.929566
0.020000,92.250010,109.146804,13.083146,17.358003,11.971037,-0.000000,5.923425
0.020000,92.576808,109.022744,13.432700,17.597424,11.971037,0.000000,5.917330
0.020000,92.907313,108.894976,13.787043,17.836845,11.971037,0.000000,5.911287
0.020000,93.241500,108.763469,14.146174,18.076265,11.971037,0.000000,5.905303
0.020000,93.579343,108.628195,14.510094,18.315686,11.971037,0.000000,5.899384
0.020000,93.920819,108.489130,14.878802,18.555107,11.971037,-0.000000,5.893536
0.020000,94.265906,108.346252,15.252298,18.794528,11.971037,0.000000,5.887766
0.020000,94.614582,108.199542,15.630583,19.033948,11.971037,0.000000,5.882080
0.020000,94.966829,108.048985,16.013656,19.273369,11.971037,0.000000,5.876485
0.020000,95.322627,107.894571,16.401517,19.512790,11.971037,-0.000000,5.870987
0.020000,95.681961,107.736291,16.794167,19.752211,11.971037,0.000000,5.865593
0.020000,96.044817,107.574141,17.191606,19.991631,11.971037,0.000000,5.860309
0.020000,96.411182,107.408121,17.593833,20.231052,11.971037,0.000000,5.855141
0.020000,96.781045,107.238233,18.000848,20.470473,11.971037,-0.000000,5.850097
0.020000,97.154400,107.064485,18.412652,20.709894,11.971037,0.000000,5.845183
0.020000,97.531240,106.886889,18.829244,20.949314,11.971037,0.000000,5.840404
0.020000,97.911561,106.705458,19.250624,21.188735,11.971037,0.000000,5.835769
0.020000,98.295363,106.520214,19.676793,21.428156,11.971037,-0.000000,5.831282
0.020000,98.682648,106.331178,20.107750,21.667577,11.971037,0.000000,5.826951
0.020000,99.073420,106.138380,20.543496,21.906997,11.971037,0.000000,5.822783
0.020000,99.467687,105.941851,20.984030,22.146418,11.971037,0.000000,5.818783
0.020000,99.865459,105.741628,21.429353,22.385839,11.971037,-0.000000,5.814958
0.020000,100.266750,105.537752,21.879464,22.625259,11.971037,0.000000,5.811315
0.020000,100.671576,105.330269,22.334363,22.864680,11.971037,0.000000,5.807861
0.020000,101.079957,105.119230,22.794051,23.104101,11.971037,0.000000,5.804601
0.020000,101.491916,104.904690,23.258527,23.343522,11.971037,0.000000,5.801544
0.020000,101.907481,104.686710,23.727792,23.582942,11.971037,-0.000000,5.798694
0.020000,102.326680,104.465355,24.201845,23.822363,11.971037,0.000000,5.796060
0.020000,102.749548,104.240696,24.680686,24.061784,11.971037,0.000000,5.793647
0.020000,103.176123,104.012809,25.164316,24.301205,11.971037,0.000000,5.791464
0.020000,103.606444,103.781777,25.652735,24.540625,11.971037,-0.000000,5.789516
0.020000,104.040557,103.547686,26.145941,24.780046,11.971037,0.000000,5.787811
0.020000,104.478511,103.310630,26.643936,25.019467,11.971037,0.000000,5.786356
0.020000,104.920358,103.070708,27.146720,25.258888,11.971037,0.000000,5.785158
0.020000,105.366155,102.828026,27.654292,25.498308,11.971037,0.000000,5.784225
0.020000,105.815962,102.582696,28.166652,25.737729,11.971037,0.000000,5.783565
0.020000,106.269843,102.334837,28.683801,25.977150,11.971037,0.000000,5.783184
0.020000,106.727868,102.084574,29.205738,26.216570,11.971037,0.000000,5.783091
0.020000,107.190109,101.832040,29.732464,26.455991,11.971037,-0.000000,5.783294
0.020000,107.656642,101.577376,30.263978,26.695412,11.971037,0.000000,5.783801
0.020000,108.127549,101.320729,30.800280,26.934833,11.971037,0.000000,5.784621
0.020000,108.602914,101.062257,31.341371,27.174253,11.971037,0.000000,5.785761
0.020000,109.082825,100.802123,31.887251,27.413674,11.971037,-0.000000,5.787232
0.020000,109.567375,100.540502,32.437918,27.653095,11.971037,0.000000,5.789041
0.020000,110.056661,100.277575,32.993374,27.892516,11.971037,0.000000,5.791198
