dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,80.387716,126.933998,0.000048,0.004788,0.239421,11.971037,6.229042
0.020000,80.387793,126.933994,0.000125,0.003880,-0.045443,-14.243189,6.229036
0.020000,80.387967,126.933985,0.000300,0.008729,0.242470,14.395660,6.229025
0.020000,80.388277,126.933968,0.000610,0.015518,0.339453,4.849129,6.229004
0.020000,80.388761,126.933942,0.001095,0.024247,0.436427,4.848708,6.228972
0.020000,80.389459,126.933904,0.001794,0.034914,0.533387,4.848019,6.228925
0.020000,80.390408,126.933852,0.002744,0.047521,0.630327,4.846993,6.228862
0.020000,80.391647,126.933785,0.003985,0.062066,0.727238,4.845564,6.228779
0.020000,80.393216,126.933699,0.005556,0.078548,0.824112,4.843661,6.228674
0.020000,80.395152,126.933593,0.007496,0.096967,0.920936,4.841216,6.228545
0.020000,80.397495,126.933465,0.009842,0.117321,1.017699,4.838159,6.228389
0.020000,80.400283,126.933312,0.012634,0.139608,1.114387,4.834416,6.228203
0.020000,80.403555,126.933131,0.015911,0.163828,1.210986,4.829915,6.227984
0.020000,80.407349,126.932921,0.019710,0.189978,1.307477,4.824579,6.227731
0.020000,80.420835,126.932171,0.033218,0.675361,24.269177,1148.084995,6.227440
0.020000,80.438030,126.931208,0.050439,0.861085,9.286179,-749.149909,6.227109
0.020000,80.457438,126.930115,0.069878,0.971948,5.543156,-187.151169,6.226736
0.020000,80.479193,126.928881,0.091668,1.089503,5.877774,16.730927,6.226317
0.020000,80.503438,126.927495,0.115953,1.214245,6.237073,17.964929,6.225851
0.020000,80.530297,126.925947,0.142856,1.345160,6.545774,15.435062,6.225334
0.020000,80.559906,126.924223,0.172516,1.482971,6.890523,17.237426,6.224765
0.020000,80.592403,126.922312,0.205069,1.627645,7.233730,17.160360,6.224140
0.020000,80.627914,126.920201,0.240643,1.778710,7.553224,15.974708,6.223457
0.020000,80.666582,126.917874,0.279380,1.936853,7.907147,17.696165,6.222713
0.020000,80.708532,126.915317,0.321408,2.101398,8.227284,16.006827,6.221906
0.020000,80.753898,126.912514,0.366861,2.272669,8.563511,16.811345,6.221034
0.020000,80.802821,126.909446,0.415880,2.450929,8.913000,17.474456,6.220093
