dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,80.387716,126.933998,0.000048,0.004798,0.239889,11.994426,6.229042
0.020000,80.387793,126.933994,0.000126,0.003887,-0.045532,-14.271018,6.229036
0.020000,80.387968,126.933985,0.000301,0.008746,0.242944,14.423786,6.229025
0.020000,80.388278,126.933968,0.000612,0.015548,0.340116,4.858603,6.229004
0.020000,80.388764,126.933941,0.001097,0.024294,0.437280,4.858180,6.228972
0.020000,80.389462,126.933904,0.001797,0.034983,0.534429,4.857488,6.228925
0.020000,80.390413,126.933852,0.002749,0.047614,0.631558,4.856459,6.228862
0.020000,80.391655,126.933784,0.003993,0.062187,0.728659,4.855023,6.228779
0.020000,80.393227,126.933699,0.005567,0.078701,0.825721,4.853113,6.228674
0.020000,80.395167,126.933593,0.007510,0.097156,0.922734,4.850659,6.228544
0.020000,80.397514,126.933464,0.009861,0.117550,1.019686,4.847589,6.228387
0.020000,80.400308,126.933311,0.012659,0.139881,1.116563,4.843832,6.228201
0.020000,80.403586,126.933130,0.015942,0.164148,1.213349,4.839313,6.227982
0.020000,80.407387,126.932919,0.019749,0.190348,1.310028,4.833956,6.227728
0.020000,80.420998,126.932161,0.033381,0.681589,24.562010,1162.599105,6.227437
0.020000,80.438226,126.931197,0.050636,0.862766,9.058860,-775.157534,6.227105
0.020000,80.457672,126.930102,0.070113,0.973845,5.553965,-175.244730,6.226731
0.020000,80.479470,126.928865,0.091946,1.091636,5.889547,16.779115,6.226312
0.020000,80.503762,126.927477,0.116278,1.216614,6.248910,17.968141,6.225845
0.020000,80.530673,126.925925,0.143234,1.347785,6.558522,15.480612,6.225327
0.020000,80.560341,126.924198,0.172951,1.485873,6.904406,17.294183,6.224756
0.020000,80.592901,126.922283,0.205567,1.630820,7.247332,17.146290,6.224130
0.020000,80.628482,126.920167,0.241211,1.782190,7.568533,16.060059,6.223446
0.020000,80.667224,126.917835,0.280024,1.940628,7.921886,17.667626,6.222701
0.020000,80.709256,126.915273,0.322134,2.105509,8.244032,16.107315,6.221892
0.020000,80.754711,126.912463,0.367676,2.277095,8.579346,16.765713,6.221018
0.020000,80.803729,126.909389,0.416790,2.455719,8.931199,17.592661,6.220076
0.020000,80.856436,126.906031,0.469604,2.640671,9.247573,15.818672,6.219063
0.020000,80.912965,126.902371,0.526251,2.832378,9.585376,16.890147,6.217976
0.020000,80.973451,126.898386,0.586868,3.030822,9.922198,16.841092,6.216813
0.020000,81.038026,126.894053,0.651588,3.236032,10.260497,16.914970,6.215572
0.020000,81.106822,126.889349,0.720545,3.447856,10.591206,16.535457,6.214251
0.020000,81.179970,126.884247,0.793871,3.666272,10.920802,16.479786,6.212845
0.020000,81.257603,126.878719,0.871700,3.891478,11.260275,16.973665,6.211354
0.020000,81.339851,126.872736,0.954165,4.123235,11.587871,16.379817,6.209775
0.020000,81.426841,126.866265,1.041396,4.361551,11.915758,16.394308,6.208105
0.020000,81.518703,126.859273,1.133524,4.606395,12.242238,16.324000,6.206342
0.020000,81.615571,126.851725,1.230685,4.858069,12.583674,17.071840,6.204483
